sample_id,region_id,split,cube_path,label_path,metadata_path,time_quality_path
sample_002014,region_r008_c022,test,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002014/x_cube.npy,05_pseudo_labels/sam_refined/xinjiang_vvp_mmi_confidence_corrected/conservative_v1/sample_002014/pseudo_label.npy,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002014/metadata.json,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002014/time_quality.json
sample_002015,region_r008_c022,test,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002015/x_cube.npy,05_pseudo_labels/sam_refined/xinjiang_vvp_mmi_confidence_corrected/conservative_v1/sample_002015/pseudo_label.npy,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002015/metadata.json,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002015/time_quality.json
sample_002044,region_r008_c021,validation,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002044/x_cube.npy,05_pseudo_labels/sam_refined/xinjiang_vvp_mmi_confidence_corrected/conservative_v1/sample_002044/pseudo_label.npy,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002044/metadata.json,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002044/time_quality.json
sample_002045,region_r008_c021,validation,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002045/x_cube.npy,05_pseudo_labels/sam_refined/xinjiang_vvp_mmi_confidence_corrected/conservative_v1/sample_002045/pseudo_label.npy,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002045/metadata.json,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002045/time_quality.json
sample_002046,region_r008_c021,validation,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002046/x_cube.npy,05_pseudo_labels/sam_refined/xinjiang_vvp_mmi_confidence_corrected/conservative_v1/sample_002046/pseudo_label.npy,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002046/metadata.json,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002046/time_quality.json
sample_002047,region_r008_c021,validation,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002047/x_cube.npy,05_pseudo_labels/sam_refined/xinjiang_vvp_mmi_confidence_corrected/conservative_v1/sample_002047/pseudo_label.npy,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002047/metadata.json,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002047/time_quality.json
sample_002048,region_r008_c021,validation,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002048/x_cube.npy,05_pseudo_labels/sam_refined/xinjiang_vvp_mmi_confidence_corrected/conservative_v1/sample_002048/pseudo_label.npy,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002048/metadata.json,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002048/time_quality.json
sample_002049,region_r008_c021,validation,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002049/x_cube.npy,05_pseudo_labels/sam_refined/xinjiang_vvp_mmi_confidence_corrected/conservative_v1/sample_002049/pseudo_label.npy,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002049/metadata.json,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002049/time_quality.json
sample_002050,region_r008_c021,validation,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002050/x_cube.npy,05_pseudo_labels/sam_refined/xinjiang_vvp_mmi_confidence_corrected/conservative_v1/sample_002050/pseudo_label.npy,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002050/metadata.json,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002050/time_quality.json
sample_002051,region_r008_c021,validation,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002051/x_cube.npy,05_pseudo_labels/sam_refined/xinjiang_vvp_mmi_confidence_corrected/conservative_v1/sample_002051/pseudo_label.npy,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002051/metadata.json,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002051/time_quality.json
sample_002052,region_r008_c021,validation,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002052/x_cube.npy,05_pseudo_labels/sam_refined/xinjiang_vvp_mmi_confidence_corrected/conservative_v1/sample_002052/pseudo_label.npy,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002052/metadata.json,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002052/time_quality.json
sample_002053,region_r008_c021,validation,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002053/x_cube.npy,05_pseudo_labels/sam_refined/xinjiang_vvp_mmi_confidence_corrected/conservative_v1/sample_002053/pseudo_label.npy,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002053/metadata.json,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002053/time_quality.json
sample_002054,region_r008_c021,validation,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002054/x_cube.npy,05_pseudo_labels/sam_refined/xinjiang_vvp_mmi_confidence_corrected/conservative_v1/sample_002054/pseudo_label.npy,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002054/metadata.json,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002054/time_quality.json
sample_002055,region_r008_c021,validation,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002055/x_cube.npy,05_pseudo_labels/sam_refined/xinjiang_vvp_mmi_confidence_corrected/conservative_v1/sample_002055/pseudo_label.npy,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002055/metadata.json,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002055/time_quality.json
sample_002056,region_r008_c021,validation,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002056/x_cube.npy,05_pseudo_labels/sam_refined/xinjiang_vvp_mmi_confidence_corrected/conservative_v1/sample_002056/pseudo_label.npy,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002056/metadata.json,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002056/time_quality.json
sample_002057,region_r008_c021,validation,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002057/x_cube.npy,05_pseudo_labels/sam_refined/xinjiang_vvp_mmi_confidence_corrected/conservative_v1/sample_002057/pseudo_label.npy,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002057/metadata.json,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002057/time_quality.json
sample_002058,region_r008_c021,validation,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002058/x_cube.npy,05_pseudo_labels/sam_refined/xinjiang_vvp_mmi_confidence_corrected/conservative_v1/sample_002058/pseudo_label.npy,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002058/metadata.json,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002058/time_quality.json
sample_002059,region_r008_c021,validation,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002059/x_cube.npy,05_pseudo_labels/sam_refined/xinjiang_vvp_mmi_confidence_corrected/conservative_v1/sample_002059/pseudo_label.npy,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002059/metadata.json,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002059/time_quality.json
sample_002060,region_r008_c021,validation,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002060/x_cube.npy,05_pseudo_labels/sam_refined/xinjiang_vvp_mmi_confidence_corrected/conservative_v1/sample_002060/pseudo_label.npy,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002060/metadata.json,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002060/time_quality.json
sample_002061,region_r008_c021,validation,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002061/x_cube.npy,05_pseudo_labels/sam_refined/xinjiang_vvp_mmi_confidence_corrected/conservative_v1/sample_002061/pseudo_label.npy,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002061/metadata.json,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002061/time_quality.json
sample_002062,region_r008_c022,test,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002062/x_cube.npy,05_pseudo_labels/sam_refined/xinjiang_vvp_mmi_confidence_corrected/conservative_v1/sample_002062/pseudo_label.npy,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002062/metadata.json,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002062/time_quality.json
sample_002063,region_r008_c022,test,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002063/x_cube.npy,05_pseudo_labels/sam_refined/xinjiang_vvp_mmi_confidence_corrected/conservative_v1/sample_002063/pseudo_label.npy,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002063/metadata.json,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002063/time_quality.json
sample_002064,region_r008_c022,test,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002064/x_cube.npy,05_pseudo_labels/sam_refined/xinjiang_vvp_mmi_confidence_corrected/conservative_v1/sample_002064/pseudo_label.npy,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002064/metadata.json,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002064/time_quality.json
sample_002065,region_r008_c022,test,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002065/x_cube.npy,05_pseudo_labels/sam_refined/xinjiang_vvp_mmi_confidence_corrected/conservative_v1/sample_002065/pseudo_label.npy,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002065/metadata.json,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002065/time_quality.json
sample_002066,region_r008_c022,test,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002066/x_cube.npy,05_pseudo_labels/sam_refined/xinjiang_vvp_mmi_confidence_corrected/conservative_v1/sample_002066/pseudo_label.npy,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002066/metadata.json,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002066/time_quality.json
sample_002067,region_r008_c022,test,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002067/x_cube.npy,05_pseudo_labels/sam_refined/xinjiang_vvp_mmi_confidence_corrected/conservative_v1/sample_002067/pseudo_label.npy,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002067/metadata.json,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002067/time_quality.json
sample_002068,region_r008_c022,test,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002068/x_cube.npy,05_pseudo_labels/sam_refined/xinjiang_vvp_mmi_confidence_corrected/conservative_v1/sample_002068/pseudo_label.npy,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002068/metadata.json,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002068/time_quality.json
sample_002069,region_r008_c022,test,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002069/x_cube.npy,05_pseudo_labels/sam_refined/xinjiang_vvp_mmi_confidence_corrected/conservative_v1/sample_002069/pseudo_label.npy,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002069/metadata.json,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002069/time_quality.json
sample_002070,region_r008_c022,test,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002070/x_cube.npy,05_pseudo_labels/sam_refined/xinjiang_vvp_mmi_confidence_corrected/conservative_v1/sample_002070/pseudo_label.npy,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002070/metadata.json,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002070/time_quality.json
sample_002071,region_r008_c022,test,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002071/x_cube.npy,05_pseudo_labels/sam_refined/xinjiang_vvp_mmi_confidence_corrected/conservative_v1/sample_002071/pseudo_label.npy,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002071/metadata.json,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002071/time_quality.json
sample_002072,region_r008_c022,test,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002072/x_cube.npy,05_pseudo_labels/sam_refined/xinjiang_vvp_mmi_confidence_corrected/conservative_v1/sample_002072/pseudo_label.npy,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002072/metadata.json,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002072/time_quality.json
sample_002073,region_r008_c022,test,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002073/x_cube.npy,05_pseudo_labels/sam_refined/xinjiang_vvp_mmi_confidence_corrected/conservative_v1/sample_002073/pseudo_label.npy,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002073/metadata.json,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002073/time_quality.json
sample_002074,region_r008_c022,test,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002074/x_cube.npy,05_pseudo_labels/sam_refined/xinjiang_vvp_mmi_confidence_corrected/conservative_v1/sample_002074/pseudo_label.npy,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002074/metadata.json,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002074/time_quality.json
sample_002075,region_r008_c022,test,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002075/x_cube.npy,05_pseudo_labels/sam_refined/xinjiang_vvp_mmi_confidence_corrected/conservative_v1/sample_002075/pseudo_label.npy,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002075/metadata.json,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002075/time_quality.json
sample_002076,region_r008_c022,test,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002076/x_cube.npy,05_pseudo_labels/sam_refined/xinjiang_vvp_mmi_confidence_corrected/conservative_v1/sample_002076/pseudo_label.npy,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002076/metadata.json,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002076/time_quality.json
sample_002077,region_r008_c022,test,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002077/x_cube.npy,05_pseudo_labels/sam_refined/xinjiang_vvp_mmi_confidence_corrected/conservative_v1/sample_002077/pseudo_label.npy,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002077/metadata.json,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002077/time_quality.json
sample_002104,region_r008_c021,validation,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002104/x_cube.npy,05_pseudo_labels/sam_refined/xinjiang_vvp_mmi_confidence_corrected/conservative_v1/sample_002104/pseudo_label.npy,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002104/metadata.json,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002104/time_quality.json
sample_002105,region_r008_c021,validation,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002105/x_cube.npy,05_pseudo_labels/sam_refined/xinjiang_vvp_mmi_confidence_corrected/conservative_v1/sample_002105/pseudo_label.npy,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002105/metadata.json,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002105/time_quality.json
sample_002106,region_r008_c021,validation,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002106/x_cube.npy,05_pseudo_labels/sam_refined/xinjiang_vvp_mmi_confidence_corrected/conservative_v1/sample_002106/pseudo_label.npy,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002106/metadata.json,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002106/time_quality.json
sample_002107,region_r008_c021,validation,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002107/x_cube.npy,05_pseudo_labels/sam_refined/xinjiang_vvp_mmi_confidence_corrected/conservative_v1/sample_002107/pseudo_label.npy,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002107/metadata.json,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002107/time_quality.json
sample_002108,region_r008_c021,validation,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002108/x_cube.npy,05_pseudo_labels/sam_refined/xinjiang_vvp_mmi_confidence_corrected/conservative_v1/sample_002108/pseudo_label.npy,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002108/metadata.json,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002108/time_quality.json
sample_002109,region_r008_c021,validation,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002109/x_cube.npy,05_pseudo_labels/sam_refined/xinjiang_vvp_mmi_confidence_corrected/conservative_v1/sample_002109/pseudo_label.npy,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002109/metadata.json,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002109/time_quality.json
sample_002110,region_r008_c021,validation,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002110/x_cube.npy,05_pseudo_labels/sam_refined/xinjiang_vvp_mmi_confidence_corrected/conservative_v1/sample_002110/pseudo_label.npy,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002110/metadata.json,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002110/time_quality.json
sample_002111,region_r008_c021,validation,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002111/x_cube.npy,05_pseudo_labels/sam_refined/xinjiang_vvp_mmi_confidence_corrected/conservative_v1/sample_002111/pseudo_label.npy,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002111/metadata.json,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002111/time_quality.json
sample_002112,region_r008_c021,validation,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002112/x_cube.npy,05_pseudo_labels/sam_refined/xinjiang_vvp_mmi_confidence_corrected/conservative_v1/sample_002112/pseudo_label.npy,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002112/metadata.json,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002112/time_quality.json
sample_002113,region_r008_c021,validation,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002113/x_cube.npy,05_pseudo_labels/sam_refined/xinjiang_vvp_mmi_confidence_corrected/conservative_v1/sample_002113/pseudo_label.npy,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002113/metadata.json,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002113/time_quality.json
sample_002114,region_r008_c021,validation,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002114/x_cube.npy,05_pseudo_labels/sam_refined/xinjiang_vvp_mmi_confidence_corrected/conservative_v1/sample_002114/pseudo_label.npy,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002114/metadata.json,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002114/time_quality.json
sample_002115,region_r008_c021,validation,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002115/x_cube.npy,05_pseudo_labels/sam_refined/xinjiang_vvp_mmi_confidence_corrected/conservative_v1/sample_002115/pseudo_label.npy,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002115/metadata.json,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002115/time_quality.json
sample_002116,region_r008_c021,validation,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002116/x_cube.npy,05_pseudo_labels/sam_refined/xinjiang_vvp_mmi_confidence_corrected/conservative_v1/sample_002116/pseudo_label.npy,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002116/metadata.json,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002116/time_quality.json
sample_002117,region_r008_c021,validation,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002117/x_cube.npy,05_pseudo_labels/sam_refined/xinjiang_vvp_mmi_confidence_corrected/conservative_v1/sample_002117/pseudo_label.npy,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002117/metadata.json,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002117/time_quality.json
sample_002118,region_r008_c021,validation,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002118/x_cube.npy,05_pseudo_labels/sam_refined/xinjiang_vvp_mmi_confidence_corrected/conservative_v1/sample_002118/pseudo_label.npy,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002118/metadata.json,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002118/time_quality.json
sample_002119,region_r008_c021,validation,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002119/x_cube.npy,05_pseudo_labels/sam_refined/xinjiang_vvp_mmi_confidence_corrected/conservative_v1/sample_002119/pseudo_label.npy,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002119/metadata.json,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002119/time_quality.json
sample_002120,region_r008_c021,validation,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002120/x_cube.npy,05_pseudo_labels/sam_refined/xinjiang_vvp_mmi_confidence_corrected/conservative_v1/sample_002120/pseudo_label.npy,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002120/metadata.json,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002120/time_quality.json
sample_002121,region_r008_c021,validation,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002121/x_cube.npy,05_pseudo_labels/sam_refined/xinjiang_vvp_mmi_confidence_corrected/conservative_v1/sample_002121/pseudo_label.npy,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002121/metadata.json,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002121/time_quality.json
sample_002122,region_r008_c021,validation,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002122/x_cube.npy,05_pseudo_labels/sam_refined/xinjiang_vvp_mmi_confidence_corrected/conservative_v1/sample_002122/pseudo_label.npy,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002122/metadata.json,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002122/time_quality.json
sample_002123,region_r008_c022,test,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002123/x_cube.npy,05_pseudo_labels/sam_refined/xinjiang_vvp_mmi_confidence_corrected/conservative_v1/sample_002123/pseudo_label.npy,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002123/metadata.json,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002123/time_quality.json
sample_002124,region_r008_c022,test,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002124/x_cube.npy,05_pseudo_labels/sam_refined/xinjiang_vvp_mmi_confidence_corrected/conservative_v1/sample_002124/pseudo_label.npy,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002124/metadata.json,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002124/time_quality.json
sample_002125,region_r008_c022,test,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002125/x_cube.npy,05_pseudo_labels/sam_refined/xinjiang_vvp_mmi_confidence_corrected/conservative_v1/sample_002125/pseudo_label.npy,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002125/metadata.json,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002125/time_quality.json
sample_002126,region_r008_c022,test,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002126/x_cube.npy,05_pseudo_labels/sam_refined/xinjiang_vvp_mmi_confidence_corrected/conservative_v1/sample_002126/pseudo_label.npy,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002126/metadata.json,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002126/time_quality.json
sample_002127,region_r008_c022,test,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002127/x_cube.npy,05_pseudo_labels/sam_refined/xinjiang_vvp_mmi_confidence_corrected/conservative_v1/sample_002127/pseudo_label.npy,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002127/metadata.json,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002127/time_quality.json
sample_002128,region_r008_c022,test,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002128/x_cube.npy,05_pseudo_labels/sam_refined/xinjiang_vvp_mmi_confidence_corrected/conservative_v1/sample_002128/pseudo_label.npy,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002128/metadata.json,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002128/time_quality.json
sample_002129,region_r008_c022,test,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002129/x_cube.npy,05_pseudo_labels/sam_refined/xinjiang_vvp_mmi_confidence_corrected/conservative_v1/sample_002129/pseudo_label.npy,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002129/metadata.json,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002129/time_quality.json
sample_002130,region_r008_c022,test,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002130/x_cube.npy,05_pseudo_labels/sam_refined/xinjiang_vvp_mmi_confidence_corrected/conservative_v1/sample_002130/pseudo_label.npy,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002130/metadata.json,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002130/time_quality.json
sample_002131,region_r008_c022,test,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002131/x_cube.npy,05_pseudo_labels/sam_refined/xinjiang_vvp_mmi_confidence_corrected/conservative_v1/sample_002131/pseudo_label.npy,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002131/metadata.json,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002131/time_quality.json
sample_002132,region_r008_c022,test,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002132/x_cube.npy,05_pseudo_labels/sam_refined/xinjiang_vvp_mmi_confidence_corrected/conservative_v1/sample_002132/pseudo_label.npy,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002132/metadata.json,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002132/time_quality.json
sample_002133,region_r008_c022,test,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002133/x_cube.npy,05_pseudo_labels/sam_refined/xinjiang_vvp_mmi_confidence_corrected/conservative_v1/sample_002133/pseudo_label.npy,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002133/metadata.json,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002133/time_quality.json
sample_002134,region_r008_c022,test,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002134/x_cube.npy,05_pseudo_labels/sam_refined/xinjiang_vvp_mmi_confidence_corrected/conservative_v1/sample_002134/pseudo_label.npy,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002134/metadata.json,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002134/time_quality.json
sample_002135,region_r008_c022,test,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002135/x_cube.npy,05_pseudo_labels/sam_refined/xinjiang_vvp_mmi_confidence_corrected/conservative_v1/sample_002135/pseudo_label.npy,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002135/metadata.json,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002135/time_quality.json
sample_002136,region_r008_c022,test,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002136/x_cube.npy,05_pseudo_labels/sam_refined/xinjiang_vvp_mmi_confidence_corrected/conservative_v1/sample_002136/pseudo_label.npy,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002136/metadata.json,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002136/time_quality.json
sample_002137,region_r008_c022,test,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002137/x_cube.npy,05_pseudo_labels/sam_refined/xinjiang_vvp_mmi_confidence_corrected/conservative_v1/sample_002137/pseudo_label.npy,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002137/metadata.json,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_002137/time_quality.json
